title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
King of Thorn,"Basado en el popular manga de Iwahara Yuuji. King of Thorn se situa en un futuro apocalíptico donde el mundo entero se encuentra azotado por una amenaza terrorífica, un nuevo virus llamado ""Medusa"" el cual invade el cuerpo de su víctima calcificando sus células y secándolo por completo hasta provocar una muerte instantánea. Sir Henry Abstein un multimillonario decide invertir su fortuna en un proyecto para encontrar la cura de Medusa. Para esto, construye dentro de su Castillo una gran sala con 160 cápsulas donde detendrán el tiempo de 160 personas esperando la ansiada cura, convirtiéndose en el futuro de la raza humana. Tras un largo período las cápsulas se abren misteriosamente provocando que los elegidos crean que se debe a que por fin se encontró la tan preciada cura, pero pronto se darán cuenta que antes ellos se encuentra un fututo aún más aterrador del que habían imaginado, en el cual tendrán que poner a prueba sus ansias por sobrevivir. ",2009,Película,4.4,126,Finalizado,976,1,"Acción,Ciencia Ficción,Misterio,Suspenso,",https://www3.animeflv.net/anime/king-of-thorn,https://www3.animeflv.net/uploads/animes/covers/369.jpg
Sasameki Koto,"La historia trata de Sumika Murasame, una chica de 15 años que está enamorada de su mejor amiga, Ushio Kazama. A Ushio le gustan las chicas tiernas, no como Sumika, que es alta, buena en los deportes y ayuda a mantener el dojo familiar. Por lo tanto, se ve forzada a ver como Ushio se enamora de chica tras chica, pero nunca ella. Sin embargo, podría haber un giro y las cosas podrían cambiar.",2009,Anime,4.4,231,Finalizado,1500,13,"Comedia,Escolares,Romance,Yuri,",https://www3.animeflv.net/anime/sasameki-koto,https://www3.animeflv.net/uploads/animes/covers/182.jpg
11 Eyes,"Satsuki perdió a su hermana que se suicidó, y ha vivido una vida deprimente desde entonces. Un día, es transportado a un mundo extraño ""Red Night"" (Noche Roja) junto con su amiga Minase Yuka. Para poder sobrevivir y escapar de Red Night, él peleará contra los Dark Spirits (Espíritus Oscuros) [Ralva] y Black Knights (Caballeros Negros).",2009,Anime,4.2,339,Finalizado,3699,13,"Acción,Ecchi,Sobrenatural,Superpoderes,",https://www3.animeflv.net/anime/11-eyes,https://www3.animeflv.net/uploads/animes/covers/146.jpg
Spice and Wolf 2 Specials,Especiales de 3 minutos de duración.,2009,OVA,4.7,81,Finalizado,581,2,"Fantasía,",https://www3.animeflv.net/anime/spice-and-wolf-2-specials,https://www3.animeflv.net/uploads/animes/covers/1708.jpg
Kimi ni Todoke,"Sawako Kuronuma, llamada Sadako por sus compañeras por su parecido con el personaje de Ringu (película original del remake estadounidense The Ring), siempre se ha entendido mal y teme por su apariencia. Hay rumores de que Sawako puede ver fantasmas y es una maldición para las personas. Pero cuando su ídolo, el popular muchacho Kazehaya, comienza a hablar con ella, todo cambia. Se encuentra en un nuevo mundo, tratando de hacer amigos y hablar con gente diferente y no puede agradecer lo suficiente a Kazehaya por darle estas oportunidades. Lento pero seguro, florece un dulce amor entre los dos, ya que superará cualquier circunstancia y obstáculos en el camino.",2009,Anime,4.7,1592,Finalizado,14996,25,"Escolares,Recuentos de la vida,Romance,Shoujo,",https://www3.animeflv.net/anime/kimi-ni-todoke,https://www3.animeflv.net/uploads/animes/covers/140.jpg
Nogizaka Haruka no Himitsu: Purezza,"Es la segunda temporada de la serie, la cual trata sobre el avance de la relación de Haruka Nogizaka con Y?to Ayase y todos los problemas que tendrá con la familia y las Maid de Haruka, además de alguna u otra persona externa.",2009,Anime,4.7,193,Finalizado,1152,12,"Comedia,Ecchi,Romance,",https://www3.animeflv.net/anime/nogizaka-haruka-2,https://www3.animeflv.net/uploads/animes/covers/120.jpg
Kobato,"Hanato Kobato, quien siempre va acompañada por un perro de peluche (Ioryogi) y lleva consigo una extraña botella de cristal, cual tiene la misión de sanar el corazón de las personas para que esta botella se llegue a llenar. Cuando la botella se llene, Kobato podrá ver hecho realidad su deseo.",2009,Anime,4.7,228,Finalizado,2066,24,"Comedia,Drama,Fantasía,",https://www3.animeflv.net/anime/kobato,https://www3.animeflv.net/uploads/animes/covers/486.jpg
Shin Koihime†Musou,"Continuando con las aventuras de Kan'nu y compañía, el ejército campesino ahora liderado por Kan'nu y su grupo ha desterrado a todos los bandidos de la región y con un poco de merecida paz es hora de comenzar un nuevo viaje esta vez para ayudar a la joven Ryuubi Gentoku a recuperar su espada y en el cual encontraran un amenaza latente que puede complicar el futuro de la nación.
",2009,Anime,4.6,26,Finalizado,288,12,"Comedia,Ecchi,Fantasía,Historico,",https://www3.animeflv.net/anime/shin-koihime-musou,https://www3.animeflv.net/uploads/animes/covers/1874.jpg
Sora no Otoshimono,"Sakurai Tomoki es un estudiante que trata de llevar su vida en paz y sin ninguna preocupación, pero siempre tiene el mismo sueño, que al despertarse le hace llorar. Su amiga Sohara le dice que vaya a ver a Suagata-Sempai, ya que sabe muchas cosas; y este personaje le dice que tiene relación con el Nuevo Continente. Qué es ese sueño qué relación tendrá con el Nuevo Continente.",2009,Anime,4.7,721,Finalizado,9514,14,"Ciencia Ficción,Comedia,Ecchi,Harem,Romance,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/sora-no-otoshimono,https://www3.animeflv.net/uploads/animes/covers/63.jpg
Inuyasha Kanketsu-hen,"Los esbirros de Naraku trataran de rebelarse en contra de el ahora que ha perdido su corazón, pero Naraku tiene todo bajo control y no caerá tan fácilmente. Seshomaru busca dejar su ambición por las espadas de su padre en busca de su propia arma, al mismo tiempo el corazón de Inuyasha sigue en la cuerda floja entre Kagome y Kikyo, al mismo tiempo que intenta protegerlas a las dos, por su parte Kikyo intenta completar la perla para purificarla junto con Naraku, Miroku y Sango tomarán difíciles decisiones impulsadas por su amor.",2009,Anime,4.8,879,Finalizado,6140,26,"Acción,Aventuras,Comedia,Demonios,Fantasía,Magia,Romance,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/inuyasha-kanketsu-hen,https://www3.animeflv.net/uploads/animes/covers/942.jpg
Yumeiro Patissiere,"Ichigo es una chica de 14 años que sueña con ser pastelera como lo era su abuela antes de morir. Un día conoce a un hombre, que la ayuda a entrar en la Academia St. Marie para pasteleros. Allí conoce a los príncipes de los dulces: Kashino, Hanabusa y Andou, les llaman así por su belleza y su gran habilidad para hacer pasteles. También conoce a su espíritu de los dulces ""Vainilla"" que la acompañará en su camino para ser una gran pastelera.",2009,Anime,4.7,241,Finalizado,1426,51,"Escolares,Infantil,Shoujo,",https://www3.animeflv.net/anime/yumeiro-patissiere,https://www3.animeflv.net/uploads/animes/covers/1765.jpg
Seiken no Blacksmith,"Érase una vez una guerra trágica, en la que estaba involucrado el poder de los demonios. Después de la guerra, el poder de los demonios fue prohibido y en el mundo la paz volvió. Cecily Campbell es un ?caballero? que ha estado buscando a un herrero para reparar la vieja espada dada por su padre. Un día, ve a un hombre que lucha contra un tipo que usa el poder prohibido del diablo. El hombre lo derrota con una espada de forma extraña. El hombre resultó ser un herrero llamado Luke. El encuentro fue el fatídico comienzo de la aventura...",2009,Anime,4.2,376,Finalizado,5737,12,"Acción,Aventuras,Fantasía,",https://www3.animeflv.net/anime/seiken-no-blacksmith,https://www3.animeflv.net/uploads/animes/covers/449.jpg
Toaru Kagaku no Railgun,"Ciudad Academia un lugar que se encuentra 30 años de desarrollo por encima del mundo, en donde el 80% de los residentes son estudiantes que a traves de sistemas cientificos han alcanzado desarrollar la capacidad mental a tal punto de poder crear poderes con bases cientificas(ESPERS)y se clasifican desde el nivel 0 hasta el 5. La historia gira en torno a Misaka Mikoto mejor conocida como Railgun es una de los 7 espers LVL 5 mostrara su poder en los eventos que se desarrollan en la ciudad. Esta serie es una historia alterna de To aru Majutsu no Index desde el punto de vista de Misaka Mikoto. ",2009,Anime,4.5,540,Finalizado,6019,24,"Acción,Ciencia Ficción,Superpoderes,",https://www3.animeflv.net/anime/to-aru-kagaku-no-railgun,https://www3.animeflv.net/uploads/animes/covers/339.jpg
Shugo Chara Party,"La historia de nuestra protagonista Hinamori Amu continua y con la ayuda de los guardianes seguiran sus aventuras. Habran despedidas pero llegaran aprendices. Contaran con una seccion chibi en la que veremos las aventuras de los Shugo chara, un live y el shugo chara egg de la suerte.",2009,Anime,4.0,160,Finalizado,946,25,"Comedia,Escolares,Magia,Shoujo,",https://www3.animeflv.net/anime/shugo-chara-party,https://www3.animeflv.net/uploads/animes/covers/421.jpg
Seitokai no Ichizon,"La historia se centra en una escuela privada donde el consejo estudiantil se elige meramente por popularidad. Dentro del consejo elegido se encuentra Ken Sugisaki quién es el único hombre entre todas las demás miembros bishoujo del consejo, que tienen el derecho de entrar al ""santuario sagrado"" donde tienen sus reuniones, ahí Ken se encarga de tomar las minutas de las reuniones dirigidas por la presidenta del consejo Kurimu Sakurano, que van desde las vidas hasta los intereses de los estudiantes.",2009,Anime,4.5,222,Finalizado,3384,12,"Comedia,Escolares,Harem,Parodia,",https://www3.animeflv.net/anime/seitokai-no-ichizon,https://www3.animeflv.net/uploads/animes/covers/436.jpg
Tales of Vesperia The First Strike,"La historia se lleva a cabo unos años después del final de la Gran Guerra antes de los acontecimientos en Tales of Vesperia. El emperador anterior acababa de morir y su posición permanece vacante sin heredero designado antes de su muerte, sin embargo, el mundo aparentemente permanece en un estado de paz. Utilizando el poder de una sustancia de gran alcance conocido como Aer la gente del planeta Terca Lumireis están en una edad de descubrimiento y de prosperidad. La forma cristalizada de aer que se conoce como apatheia, se considera una fuente de energía muy poderosa, ya que es esencial para la vida humana. Con el fin de proteger a los pueblos de los ataques de monstruos de grandes cantidades de apatheia se están produciendo para crear barreras en torno a las ciudades.
",2009,Película,4.5,52,Finalizado,475,1,"Acción,Aventuras,Fantasía,Magia,Militar,",https://www3.animeflv.net/anime/tales-of-vesperia,https://www3.animeflv.net/uploads/animes/covers/674.jpg
Seitokai no Shukujitsu,OVA incluida como extra con el 8vo. Volumen del Spinoff de la novela de Seitokai Series.,2009,OVA,4.7,89,Finalizado,720,1,"Comedia,Escolares,Harem,Parodia,",https://www3.animeflv.net/anime/seitokai-no-shukujitsu,https://www3.animeflv.net/uploads/animes/covers/1071.jpg
Nyan Koi!,"Kouseka Junpei es un chico que un día por accidente rompe sin querer una estatua de un gato sagrado, y por esta razón queda maldito, ahora él puede entender y hablar el lenguaje de los gatos y muy pronto se convertirá en uno; a no ser que salve 100 gatos, entonces se romperá la maldición. Junpei es alérgico a los gatos y le dan ataques de estornudos cada vez que esta cerca de ellos, así que romper la maldiciòn es algo difícil de hacer para él, ademàs esta enamorado de una compañera de clases llamada Kaede Mizuno quien es fanática de los gatos, a lo largo de la historia se encontrará con muchas personas relacionadas con gatos de una u otra forma, pues inclusive su mamá y hermana adoran los gatos.",2009,Anime,4.7,440,Finalizado,4929,12,"Comedia,Harem,Romance,",https://www3.animeflv.net/anime/nyan-koi,https://www3.animeflv.net/uploads/animes/covers/144.jpg
Kampfer,"Senou Natsuru es un estudiante normal de secundaria. Sin embargo, ha sido elegido para ser un Kampfer, cuyo objetivo es luchar contra otros Kampfers con armas, espadas o magia, pero hay una condición, primero; no se puede elegir si se es o no un Kampfer, y segundo; tienes que tener el cuerpo de una chica para usar tus poderes.",2009,Anime,4.4,416,Finalizado,4652,13,"Acción,Comedia,Ecchi,Escolares,Romance,Superpoderes,Yuri,",https://www3.animeflv.net/anime/kampfer,https://www3.animeflv.net/uploads/animes/covers/137.jpg
Asura Cryin 2,"La serie nos cuenta la historia de Tomoharu Natsume, un chico que tendrá que lidiar con una amiga de la infancia que, resulta, es un fantasma. Tomoharu ve esto como un problema, pero en realidad es sólo el comienzo de su mágica aventura. Continuación de Asura Cryin', ahora la historia girará en torno a Tomoharu Natsume y su extraña y bizarra relación con Ghosty.",2009,Anime,4.6,95,Finalizado,767,13,"Acción,Mecha,Sobrenatural,",https://www3.animeflv.net/anime/asura-cryin-2,https://www3.animeflv.net/uploads/animes/covers/203.jpg
God Eater Prologue,"Es el año 2065, tres poseedores del ""arma divina"" de la rama Lejada de Fenrir llegan a una operación militar contra las poderosas criaturas llamadas Aragami
",2009,OVA,4.4,94,Finalizado,892,1,"Acción,Ciencia Ficción,Fantasía,Militar,",https://www3.animeflv.net/anime/god-eater-prologue,https://www3.animeflv.net/uploads/animes/covers/2063.jpg
Queen's Blade: Gyokuza o Tsugu Mono,"Esta es una serie que narra los detalles de una competencia que definirá quien ocupe el reino, esta comptencia se desarrolla entre sus guerreros, el mas fuerte y valiente le dará la victoria a su reina. Las reblas de estas competencias son simples, la principal es ser mayor de 12 años y estar listo para morir. No es necesario ser humano, inteligente o incluso de ese país. Se permite el asesinato. Cualquier arma puede ser elegida. Solo el ganador determina si el contrincante queda libre o no se pude mover mas.",2009,Anime,4.4,68,Finalizado,1086,12,"Acción,Aventuras,Ecchi,Fantasía,",https://www3.animeflv.net/anime/queens-blade-gyokuza-o-tsugu-mono,https://www3.animeflv.net/uploads/animes/covers/322.jpg
Redline,"JP es uno de los corredores más temerarios que existe, este se prepara para la carrera más peligrosa y demandante del universo que se realiza cada 5 años. JP no es el único a él se le unen una serie de corredores temerarios que tienen la intención de hasta matar por ganar la carrera entre estos está Sonoshee una corredora por la JP está secretamente enamorado.",2009,Película,4.7,218,Finalizado,981,1,"Acción,Carreras,Ciencia Ficción,Deportes,",https://www3.animeflv.net/anime/redline,https://www3.animeflv.net/uploads/animes/covers/629.jpg
